input,output,se_order
"jalan menuju tempat penginapan tidak baik . petugas tidak ramah . kamar tidak nyaman dan bersih dikarenakan bau asap rokok yang tidak dibersihkan ( gorden tidak diganti ) pada kamar no 4 . tidak mempunyai selimut yang layak . tidak ada meja , lemari sudah rusak dikamar no 2 . fasilitas airi tidak lengkap ( minum hanya 1 botol ) . wifi tidak bisa digunakan . terimakasih .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> petugas <extra_id_1> negative ; <extra_id_2> kamar <extra_id_3> negative ; <extra_id_4> gorden <extra_id_5> negative ; <extra_id_6> selimut <extra_id_7> negative ; <extra_id_8> meja <extra_id_9> negative ; <extra_id_10> lemari <extra_id_11> negative ; <extra_id_12> fasilitas airi <extra_id_13> negative ; <extra_id_14> wifi <extra_id_15> negative,as
"saya mau boking lagi ini hari sudah penuh . pime ?| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",NULL,aos
"nyaman bersih dan luar biasa . pelayanan lebih dari hotel .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> nyaman bersih ; <extra_id_2> NULL <extra_id_3> luar biasa,ao
"bagus bersih , langganan menginap sini .| opini : <extra_id_0>",<extra_id_0> bagus ; <extra_id_1> bersih,o
"over all enak menginap disini , lokasinya strategis jadi kalau mau berasa turis bisa jalan kaki kemana mana . dan yang lebih berasa turisnya ketika malam mau ke lagi jalan kaki dan sekeliling lagi ada proyek pembangunan begitu tertawa . oiya ac nya sempat netes juga sih tetapi tidak apaapa lah bisa diatasi .| aspek : <extra_id_0>",<extra_id_0> over all ; <extra_id_1> lokasinya,a
"ac tidak bekerja dengan baik , saya bhkn upgrade ke suite room , ruangan tetap tidak dingin . membuat saya tidak bisa istirahat .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> ac <extra_id_1> tidak bekerja dengan baik <extra_id_2> negative ; <extra_id_3> ruangan <extra_id_4> tidak dingin <extra_id_5> negative,aos
"kamar kecil banget sempit dan kamar mandinya bocor sampai banjir ke kolong kasur .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> kecil banget ; <extra_id_2> kamar <extra_id_3> sempit ; <extra_id_4> kamar mandinya <extra_id_5> bocor,ao
"pengalaman saya inap disini sejauh ini saya suka sangat nyaman , hanya snack dari airy sisa dari visitor sebelumnya .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> sangat nyaman,ao
"saluran air di westafel buntu , handuk kasar jaringan wifi tidak smpai karena dapat kamar paling ujung untuk air di showernya agak bermasalah dengan air pnas dan dinginnya sehingga yang berfungsi cuma air panasnya . mau keluhan nanggung karena cuma sebentar disini dan harus jalan kaki kedepan jauh banget karena dapat kamar paling ujung :/ .| aspek : <extra_id_0>",<extra_id_0> saluran air ; <extra_id_1> handuk ; <extra_id_2> wifi ; <extra_id_3> showernya,a
hot shower tidak bisa . selebihnya baik .| opini : <extra_id_0>,<extra_id_0> tidak bisa ; <extra_id_1> baik,o
"memang sarapan tidak ada . ini sepertinya bekas koskosx an dan sudah jadi penginapan murah saja .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> sarapan <extra_id_1> tidak ada,ao
"sudah baik , nyaman , trimaksih airy .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as
kamar mandinya jorok .| aspek : <extra_id_0>,<extra_id_0> kamar mandinya,a
"ownernya ramah . dan aman . karena ini di kawasan kompleks dan ada keamanannya . tidak jauh kalau mau kemana mana .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> ownernya <extra_id_1> ramah ; <extra_id_2> ownernya <extra_id_3> aman,ao
"agak perlu dibersihkan . kamar banyak semut .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> agak perlu dibersihkan <extra_id_2> negative ; <extra_id_3> kamar <extra_id_4> banyak semut <extra_id_5> negative,aos
bersih . nyaman meskipun lokasi agak susah dicari .| aspek : <extra_id_0>,<extra_id_0> lokasi ; <extra_id_1> NULL,a
"nyaman , semua lengkap . pelayanan juga baik banget , pokoknya the best deh tidak nyesal .| aspek : <extra_id_0>",<extra_id_0> semua ; <extra_id_1> pelayanan ; <extra_id_2> NULL,a
"lokasi bagus dan strategis . lobi sangat minim . pintu kamar mandi tidak bisa di tutup . ac agak rusak . angkaangka di ac macet naik turunnya . sandal tidak ada . cuma ini .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lokasi <extra_id_1> positive ; <extra_id_2> lobi <extra_id_3> negative ; <extra_id_4> pintu kamar mandi <extra_id_5> negative ; <extra_id_6> ac <extra_id_7> negative ; <extra_id_8> ac <extra_id_9> negative ; <extra_id_10> sandal <extra_id_11> negative,as
"keamanan hotel mengecewakan . ktp saya beserta tamu hotel lainnya hilang dicuri dikarenakan kelalaian penjagaan . ditambah cctv yang ada di hotel ternyata tidak aktif .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> keamanan hotel <extra_id_1> mengecewakan,ao
"wifi gratis cuma di lobi , kamar mandi ada serangganya , kamar bau rokok , channel tv lengkap , kamar cukup bersih , sandal hotel putus .| opini : <extra_id_0>",<extra_id_0> cuma di lobi ; <extra_id_1> ada serangganya ; <extra_id_2> bau rokok ; <extra_id_3> lengkap ; <extra_id_4> cukup bersih ; <extra_id_5> putus,o
"kamar bersih , banyak pilihan makanan dan berada di pusat kota .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> bersih <extra_id_2> positive ; <extra_id_3> pilihan makanan <extra_id_4> banyak <extra_id_5> positive,aos
"kamar terlalu luas , sayang cuma bisa untuk 2 orang jadi lebih kelihatan mubazir . + kamar bersih , bed bersih , toilet bersih . fasilitas oke lah . harga murah banget , pakai kupon diskon . - wifi tidak bisa terhubung . sarapan kurang sesuai ( sambal lontong terlalu pedas ) . keep goin ' airy !| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> terlalu luas <extra_id_2> neutral ; <extra_id_3> kamar <extra_id_4> bersih <extra_id_5> positive ; <extra_id_6> bed <extra_id_7> bersih <extra_id_8> positive ; <extra_id_9> toilet <extra_id_10> bersih <extra_id_11> positive ; <extra_id_12> fasilitas <extra_id_13> oke <extra_id_14> positive ; <extra_id_15> harga <extra_id_16> murah banget <extra_id_17> positive ; <extra_id_18> wifi <extra_id_19> tidak bisa terhubung <extra_id_20> negative ; <extra_id_21> sarapan <extra_id_22> kurang sesuai <extra_id_23> negative,aos
"penginapan tidak sesuai dengan foto , bangunan kamar tampak tua , shower kamar mandi yang rusak , lantai kotor , debu ada dimana - mana , jadi saya tidak menginap disini . tolong diperhatikan lagi .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> penginapan <extra_id_1> tidak sesuai dengan foto <extra_id_2> negative ; <extra_id_3> bangunan kamar <extra_id_4> tampak tua <extra_id_5> negative ; <extra_id_6> shower kamar mandi <extra_id_7> rusak <extra_id_8> negative ; <extra_id_9> lantai <extra_id_10> kotor <extra_id_11> negative,aos
nyaman banget tempat dan suasananya .| opini : <extra_id_0>,<extra_id_0> nyaman banget,o
"kalau ada yang double bed lebih baik lagi .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",NULL,as
"memberikan segala kemudahan didunia traveling dengan budget yang ekonomis .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",NULL,as
hanya saja kalau bawa mobil parkirnya susah .| aspek : <extra_id_0>,<extra_id_0> parkirnya,a
"bersih dan ramah banget .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as
"kamarnya luas . kalau kebersihan nilainya 3dari 5 .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamarnya <extra_id_1> luas,ao
"lumayan untuk bacpakeran , harganya terjangkau banget . tempatnya bersih , cuma seprainya agak berdebu .| aspek : <extra_id_0>",<extra_id_0> harganya ; <extra_id_1> tempatnya ; <extra_id_2> seprainya ; <extra_id_3> NULL,a
"tidak seperti yang diharapkan . kamar jorok , seprai kotor dan bau , toilet rusak , tidak ada air panas dan remote tv tidak ada . pokoknya kecewa berat .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> jorok ; <extra_id_2> seprai <extra_id_3> kotor ; <extra_id_4> seprai <extra_id_5> bau ; <extra_id_6> toilet <extra_id_7> rusak ; <extra_id_8> air panas <extra_id_9> tidak ada ; <extra_id_10> remote tv <extra_id_11> tidak ada ; <extra_id_12> NULL <extra_id_13> kecewa berat,ao
"ternyata tamu pada keluar semua dan ketika balik sudah full parkir mobilnya , kamar luas dan bersih .| aspek : <extra_id_0>",<extra_id_0> kamar,a
"seprainya kotor seperti bekas darah begitu . jijik banget , baru ktahuan malam karena di tutup sama selimut .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> seprainya <extra_id_1> negative,as
tempat yang nyaman untuk menginap . semuanya bersih .| opini : <extra_id_0>,<extra_id_0> nyaman ; <extra_id_1> bersih,o
"televisi nyaa buram .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> televisi nyaa <extra_id_1> buram <extra_id_2> negative,aos
"fasilitas semua sudah baik , resepsionis juga ramah , saya menginap selama 2 hari dan di hari kedua kamar dibersihkan . sangat recomended !| aspek : <extra_id_0>",<extra_id_0> fasilitas ; <extra_id_1> resepsionis ; <extra_id_2> NULL,a
"nyaman dan bersih sekali , cuma minus showernya mati : ) .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> showernya <extra_id_1> mati ; <extra_id_2> NULL <extra_id_3> nyaman ; <extra_id_4> NULL <extra_id_5> bersih sekali,ao
kamar dan kamar mandinya bagus dan bersih . nyaman . dekat kemana mana . kolam renangnya bersih . check in dan check outnya cepat .| opini : <extra_id_0>,<extra_id_0> bagus ; <extra_id_1> bersih ; <extra_id_2> nyaman ; <extra_id_3> bersih ; <extra_id_4> cepat,o
"lampu tidur mati . masih ada nyamuk . tombol closet tidak berfungsi dengan baik .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lampu tidur <extra_id_1> negative ; <extra_id_2> tombol closet <extra_id_3> negative,as
bersih nyaman .| aspek : <extra_id_0>,<extra_id_0> NULL,a
"( + ) kamar cukup luas , staf ramah , sarapan enak meski hanya 1 macam ( - ) air kamar mandi yang baunya tidak enak .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> positive ; <extra_id_2> staf <extra_id_3> positive ; <extra_id_4> sarapan <extra_id_5> positive ; <extra_id_6> air kamar mandi <extra_id_7> negative,as
"bagus sekali semuanya .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> semuanya <extra_id_1> bagus sekali <extra_id_2> positive,aos
"tempatnya , harga , dan pelayanan sesuai dengan harga .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> tempatnya <extra_id_1> sesuai <extra_id_2> positive ; <extra_id_3> harga <extra_id_4> sesuai <extra_id_5> positive ; <extra_id_6> pelayanan <extra_id_7> sesuai <extra_id_8> positive,aos
"kmi sangat puass dan tidak menyesal , sesuai dengan ekspetasi yang kmi harapkan .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> sangat puass ; <extra_id_2> NULL <extra_id_3> tidak menyesal,ao
"kamar bersih dan pelayanan yang ramah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> bersih ; <extra_id_2> pelayanan <extra_id_3> ramah,ao
"temapatnya oke .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> temapatnya <extra_id_1> oke <extra_id_2> positive,aos
"kamar bersih proses cek in cepat cuma tolong di perhatikan wcx , agak berbau untuk keluruhan oke .| aspek : <extra_id_0>",<extra_id_0> kamar ; <extra_id_1> proses cek in ; <extra_id_2> wcx ; <extra_id_3> keluruhan,a
"lampu kamar tidak menyala . yang lain oke laah . topp .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> lampu kamar <extra_id_1> tidak menyala ; <extra_id_2> yang lain <extra_id_3> oke,ao
"kmi sangat puass dan tidak menyesal , sesuai dengan ekspetasi yang kmi harapkan .| aspek : <extra_id_0>",<extra_id_0> NULL,a
"oke banget , tetapi ac nya tidak bisa diatur suhu nya .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> ac nya <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> positive,as
"sesuai budget . dekat dengan bandara . cocok buat yang penerbangan pagi . disediakan antar jemput ke dan dari bandara .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> budget <extra_id_1> sesuai <extra_id_2> positive,aos
"hotel cukup bagus . wifi sangat jelek di room 519 , breakfast cukup walau menu terbatas . wakru cek in terlambat sekitar 15 menit dan untuk cek out . jam 10.30 sudah diingatkan .| opini : <extra_id_0>",<extra_id_0> cukup bagus ; <extra_id_1> sangat jelek ; <extra_id_2> cukup ; <extra_id_3> terbatas,o
"baru beberapa jam saya pesan karena kesalahan sedikit tidak bisa di refisi .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",NULL,as
"terima kasih sudah menampung saya selama di cengkareng . ruangan bagus , nyaman juga . sedikit koreksi , kalau boleh kamar mandi di beri exhaust .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> ruangan <extra_id_1> bagus ; <extra_id_2> ruangan <extra_id_3> nyaman,ao
"pokonya , semuanya terbaik apalagi pelayanan dari kakak yayan . top banget .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> semuanya <extra_id_1> terbaik ; <extra_id_2> pelayanan <extra_id_3> top banget,ao
"room bersih , hanya lantai sedikit licin .| opini : <extra_id_0>",<extra_id_0> bersih ; <extra_id_1> sedikit licin,o
baik dan nyaman . bersih . untuk liburan keluarga .| aspek : <extra_id_0>,<extra_id_0> NULL,a
"lokasi stategis . harga terjangkau .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lokasi <extra_id_1> positive ; <extra_id_2> harga <extra_id_3> positive,as
"nyaman , ac dingin , pelayanan oke .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> ac <extra_id_1> dingin <extra_id_2> positive ; <extra_id_3> pelayanan <extra_id_4> oke <extra_id_5> positive ; <extra_id_6> NULL <extra_id_7> nyaman <extra_id_8> positive,aos
"kamar mandi agak redup , terangin lagi .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar mandi <extra_id_1> negative,as
"bagus sih tempatnya tetapi masa harga airy lebih mahal daripada harga on the spot .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> tempatnya <extra_id_1> bagus,ao
air panas kurang berfungsi dan handuk lembab .| aspek : <extra_id_0>,<extra_id_0> air panas ; <extra_id_1> handuk,a
"kamarnya bagus dengan budget segitu nyaman banget .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamarnya <extra_id_1> positive,as
"sangat memuaskan , cekin tengah malam masih di layani .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as
tempat dekat dengan kota terjagkau dan ramah .| aspek : <extra_id_0>,<extra_id_0> tempat,a
"handuk bersih , free wifi bagus , ada snack . pintu kamar mandi tidak bisa ditutup rapat dari luar sehingga bau wc masuk ke dalam kamar cukup mengganggu .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> handuk <extra_id_1> positive ; <extra_id_2> wifi <extra_id_3> positive ; <extra_id_4> snack <extra_id_5> positive ; <extra_id_6> pintu kamar mandi <extra_id_7> negative,as
"hotel bersih dan nyaman .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> hotel <extra_id_1> positive,as
semua nya bagus sih makanan pas habis tidak langsung di tambahkan menu nya kurang variatif .| opini : <extra_id_0>,<extra_id_0> bagus ; <extra_id_1> kurang variatif,o
"saya sangat suka dengan dengan pelayanan , kebersihan kamar , kebersihan dapur dll. dengan harga yang di tawarkan saya rasa sangat worth it lah menginap disini .| aspek : <extra_id_0>",<extra_id_0> pelayanan ; <extra_id_1> kebersihan kamar ; <extra_id_2> kebersihan dapur ; <extra_id_3> NULL,a
kamar nyaman hanya saja pelayanan yang menunggu penginapan kurang joss .| aspek : <extra_id_0>,<extra_id_0> kamar ; <extra_id_1> pelayanan,a
"kamar bersih . nyaman . tenang . pelayanan ramah . next time akan kembali lagi . rekomendedd . terimakasih airyrooms .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> bersih ; <extra_id_2> kamar <extra_id_3> nyaman ; <extra_id_4> kamar <extra_id_5> tenang ; <extra_id_6> pelayanan <extra_id_7> ramah ; <extra_id_8> NULL <extra_id_9> rekomendedd,ao
"seprai dan bed cover nya seperti nya perlu di ganti karena sudah terlihat aga usang .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> seprai <extra_id_1> negative ; <extra_id_2> bed cover nya <extra_id_3> negative,as
"nyaman , bersih , wifi ngebutt .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> wifi <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as
"dekat halte harmoni . dekat supermarket .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",NULL,as
"tempatnya nyaman , resepsionis ramah . tetapi pas dikamar mandi bathtupnya tidak bisa diisi karena penutupnya rusak .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> tempatnya <extra_id_1> nyaman <extra_id_2> positive ; <extra_id_3> resepsionis <extra_id_4> ramah <extra_id_5> positive ; <extra_id_6> bathtupnya <extra_id_7> tidak bisa diisi <extra_id_8> negative ; <extra_id_9> penutupnya <extra_id_10> rusak <extra_id_11> negative,aos
"pelayanan cepat . meskipun tidak tersedia sarapan , tetapi di depan airy ada kantin . overall , saya puas .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> sarapan <extra_id_3> negative ; <extra_id_4> overall <extra_id_5> positive,as
"berkesan : harganya super murah , kolam renang bersih . suram : air kerannya bau , beddingnya sudah kusam , ac reyot , selimut tipis , ada suarasuara di tengah malam dari langitlangit .| aspek : <extra_id_0>",<extra_id_0> harganya ; <extra_id_1> kolam renang ; <extra_id_2> air kerannya ; <extra_id_3> beddingnya ; <extra_id_4> ac ; <extra_id_5> selimut,a
"bagus , walopun datang dini hari namun tetap dilayani dengan baik .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> dilayani <extra_id_1> baik <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> bagus <extra_id_5> positive,aos
"hotelnya bersih dan nyaman .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> hotelnya <extra_id_1> bersih <extra_id_2> positive ; <extra_id_3> hotelnya <extra_id_4> nyaman <extra_id_5> positive,aos
"ketika datang kamarnya agak bad smell , lampu nya agak remang , tetapi linens bed nya bersih kok , resepsionis friendly , pokoknya overall good lah . recommended .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamarnya <extra_id_1> agak bad smell <extra_id_2> negative ; <extra_id_3> lampu nya <extra_id_4> agak remang <extra_id_5> negative ; <extra_id_6> linens <extra_id_7> bersih <extra_id_8> positive ; <extra_id_9> resepsionis <extra_id_10> friendly <extra_id_11> positive ; <extra_id_12> overall <extra_id_13> good <extra_id_14> positive ; <extra_id_15> NULL <extra_id_16> recommended <extra_id_17> positive,aos
"lumayan oke lah buat traveller .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> NULL <extra_id_1> lumayan oke <extra_id_2> positive,aos
